Title,Location,start_salary,max_salary,skills
Digital Marketing,Indore,5000,5000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Telecalling,Work from home,6000,12000,"English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, MSExcel"
Video Editing/Making,Work from home,1000,1000,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro, Video Editing, Video Making"
Business Development (Sales),Dombivli,3000,3000,"Digital Marketing, English Proficiency Spoken"
Data Entry,Work from home,4000,4000,"English Proficiency Spoken, English Proficiency Written"
UI/UX Design,Work from home,1000,1500,"Adobe Photoshop, Adobe XD, Figma, Sketch, UI, UX Design, User Interface UI Development, Wireframing"
Online Marketing,Work from home,5000,5000,"Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, MSExcel, MSOffice, Social Media Marketing"
Digital Marketing,Mumbai,10000,10000,"Content Marketing, Digital Marketing, Instagram Marketing, Social Media Marketing"
Sales Consultant,Bangalore,5000,10000,"Business Analysis, Client Relationship, Sales, Sales pitch"
Social Media Marketing,Mumbai,7000,7000,"Digital Marketing, English Proficiency Written, Instagram Marketing, Social Media Marketing"
Marketing- Founders Office,Bangalore,35000,35000,"Content Writing, Effective Communication, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Media & Public Relations (PR),Work from home,7000,7000,"Creative Writing, Effective Communication, English Proficiency Spoken, English Proficiency Written, MSExcel"
Employer Branding,Mumbai,5000,5000,"Canva, Content Writing, HR branding, MSExcel, MSPowerPoint, Social Media Marketing"
Instagram Marketing,Work from home,18000,18000,"Content Writing, Copywriting, Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
E-mail Marketing,Work from home,18000,18000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Search Engine Optimization SEO, Social Media Marketing"
Telecalling,Work from home,6000,6000,"English Proficiency Spoken, Hindi Proficiency Spoken, MSExcel, Telugu Proficiency Spoken"
Quant-AI Marketing,Work from home,250,250,"Data Analysis, Effective Communication, Marketing Campaigns, Research and Analytics, Social Media Marketing"
Content Presentation (Shorts/Reels),Work from home,2500,6000,"Anchoring, Teaching"
Debate Participation & Discussion,Delhi,2500,6000,"English Proficiency Spoken, Hindi Proficiency Spoken"
Subject Matter Expert (CUET),Delhi,3500,6000,"Anchoring, Teaching"
Youtube Channel Management,Delhi,3500,10000,"CMS, Content Marketing, Search Engine Optimization SEO"
Merchandising,Work from home,1000,1000,"Effective Communication, Email Marketing, Lead Generation, Market Analysis, Marketing, Marketing Strategies, Market Research, MSExcel, MSPowerPoint, MSWord, Negotiation, Problemsolving, Sales, Sales pitch, Social Media Marketing"
Business Development (Sales),Ahmedabad,10000,10000,"Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
Event Management,Pune,10000,10000,"MSOffice, MSPowerPoint"
Business Development (Sales),Work from home,1000,1000,"Bengali Proficiency Spoken, Email Marketing, English Proficiency Spoken, Hindi Proficiency Spoken, Marketing, MSExcel, Sales, Sales pitch"
Business Development (Sales),Chennai,7500,7500,English Proficiency Spoken
Social Media Marketing,Mumbai,5000,5000,"Creative Writing, Digital Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Sales and Marketing,Work from home,1000,1000,"Effective Communication, Marketing, Research and Analytics, Sales"
Field Sales,Gurgaon,2000,2000,"Business Research, Effective Communication, English Proficiency Spoken, Operations, Problem Solving, Time Management"
Digital Marketing,Nashik,12000,12000,"Creative Writing, Digital Marketing, Facebook Marketing, Search Engine Optimization SEO, Social Media Marketing"
Human Resources (HR),Mumbai,4000,4000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSWord"
Customer Service/Customer Support,Noida,10000,15000,"Canva, English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, MSExcel, Problem Solving, Time Management"
Video Editing/Making,Hyderabad,6000,6000,"Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro, Video Editing, Video Making"
Business Development (Sales),Work from home,1000,1000,"Lead Generation, Research and Analytics"
Founders Office,Work from home,2000,3000,"Content Marketing, Content Writing, Time Management, Video Editing"
Business Development (Sales),Work from home,1000,1000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSPowerPoint, MSWord, Social Media Marketing"
Human Resources (HR),Kolkata,2000,2000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSWord"
E-Commerce Marketing,Siliguri,3000,3000,"Algorithms, Content Marketing, Design Thinking, Search Engine Optimization SEO"
Search Engine Optimization (SEO),Work from home,2500,2500,"Digital Marketing, Email Marketing, English Proficiency Written, Search Engine Optimization SEO"
Social Media Marketing,Work from home,1000,1000,"Digital Marketing, Facebook Marketing, Instagram Marketing, Social Media Marketing"
Telecalling,"Kharar, Mohali",8000,12000,"English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, MSExcel"
French Trainer,Work from home,1000,1000,"French Proficiency spoken, French Proficiency written"
Video Editing/Making,Work from home,8000,8000,"Adobe Photoshop, Adobe Premiere Pro, Canva, DaVinci Resolve, Video Editing"
Creative Design,Work from home,8000,8000,"Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Canva, CorelDRAW, UI, UX Design"
Search Engine Optimization (SEO),Work from home,5000,5000,"Digital Marketing, Google AdWords, Google Analytics, Search Engine Marketing SEM, Social Media Marketing"
Digital Marketing,Kolkata,15000,15000,"Digital Marketing, English Proficiency Spoken, Search Engine Marketing SEM, Search Engine Optimization SEO"
Anchoring,Noida,2000,2000,Anchoring
Social Media Marketing,Noida,10000,10000,"Adobe Photoshop, Content Marketing, Digital Marketing, English Proficiency Written, Instagram Marketing, Photography, Social Media Marketing, Video Editing, Video Making"
Algorithm Developer,Work from home,8000,15000,"Data Analytics, Java, Python"
Relationship Manager,Noida,10000,20000,"English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, Hindi Proficiency Written, MSOffice"
Social Media Sales,Work from home,3000,3000,"Instagram Marketing, Social Media Marketing"
Business Development (Sales),Mumbai,30000,30000,English Proficiency Spoken
Mechanical Engineering,Mumbai,10000,12000,"ANSYS, AutoCAD, Autodesk Fusion 360, CAD, CAM, SolidWorks"
Videography,Mumbai,7000,7000,"Adobe Photoshop, Photography, Video Making"
Brand Management,Delhi,6000,6000,"Digital Marketing, English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
Telecalling,Work from home,1000,1000,"English Proficiency Spoken, Hindi Proficiency Spoken, Sales"
Facebook Marketing,Work from home,2000,10000,"Facebook Marketing, Marketing Strategies, Social Media Marketing"
Business Development (Sales),Work from home,15000,15000,"CRM, English Proficiency Spoken, English Proficiency Written, Lead Generation, MSExcel, Product Lifecycle ManagementPLM, Product Management, Sales"
Telecalling,Work from home,4000,4000,"English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken"
Search Engine Optimization (SEO),Work from home,4000,4000,"Digital Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO"
Digital Marketing,Work from home,3500,3500,"Creative Writing, Digital Marketing, English Proficiency Written, Instagram Marketing, Search Engine Optimization SEO, Social Media Marketing"
Business Development (Sales),Work from home,2000,15000,"Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, MSExcel, Social Media Marketing"
Data Science,Work from home,4000,4000,"Data Science, Machine Learning, Python"
Digital Marketing,Mumbai,10000,10000,"Digital Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, MSOffice, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Business Development (Sales),Gurgaon,20000,20000,"Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, MSExcel, Sales, Social Media Marketing"
Media & Public Relations (PR),Kolkata,8000,8000,"English Proficiency Spoken, MSExcel, Social Media Marketing"
Video Editing/Making,Work from home,7000,7000,"Adobe Premiere Pro, Final Cut Pro, Video Editing, Video Making"
Videography,Sonipat,30000,30000,"Adobe After Effects, Adobe Photoshop, Adobe Premiere Pro, Photography, Video Editing, Video Making"
Customer Service/Customer Support,Sonipat,20000,20000,"English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, MSExcel, MSOffice"
Dietetics/Nutrition,Work from home,5000,5000,DieteticsNutrition
Content Writing,Mumbai,8000,10000,"Blogging, Creative Writing, English Proficiency Spoken, English Proficiency Written, Research and Analytics, Search Engine Optimization SEO"
Telecalling,Mumbai,9000,15000,"English Proficiency Spoken, Hindi Proficiency Spoken, Marathi ProficiencySpoken, MSExcel"
Business Development (Sales),Delhi,5000,5000,"English Proficiency Spoken, English Proficiency Written"
Human Resources (HR),Ahmedabad,2000,2000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSWord"
Video Editing/Making,Delhi,5000,10000,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro, Video Editing, Video Making"
Digital Marketing,Work from home,5000,5000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, LinkedIn Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Administration,Mumbai,15000,15000,"English Proficiency Spoken, Google Workspace, MSExcel, MSOffice, Time Management"
Accounts,Mumbai,10000,15000,"Accounting, MSExcel, MSOffice, Tally"
Reel Editor,Work from home,2500,2500,"Adobe After Effects, Adobe Photoshop, Adobe Premiere Pro, Animation, Audio Editing, Canva, Video Editing"
E-Commerce Sales,Gurgaon,7500,7500,"3ds Max, Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Hindi Proficiency Spoken, Instagram Marketing, Marketing, MSExcel, MSOffice, Search Engine Marketing SEM, Search Engine Optimization SEO"
Telecalling,Work from home,2000,2000,"English Proficiency Spoken, Hindi Proficiency Spoken"
Operations,Bangalore,20000,25000,"Business Analysis, Business Research, CRM, English Proficiency Spoken, English Proficiency Written, MSExcel, Operations"
Marketing,Bangalore,15000,18000,"Digital Marketing, Email Marketing, English Proficiency Spoken, MSExcel, MSOffice, Social Media Marketing"
Fashion Design And Merchandising,Work from home,15000,15000,"Adobe Illustrator, Adobe Photoshop, Fashion Designing, Fashion Styling"
Inside Sales,Delhi,6000,6000,Sales
Human Resources (HR),Work from home,2000,2000,"Effective Communication, English Proficiency Spoken, Recruitment"
Business Development (Sales),Bangalore,15000,15000,"English Proficiency Spoken, Event Management, Sales"
Pop-Up Sales,Bangalore,2000,2000,"Effective Communication, Sales"
Digital Marketing,"Visakhapatnam, Secunderabad, Hyderabad, Vijayawada",5000,5000,"Creative Writing, Digital Marketing, Email Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Business Development (Sales),Mumbai,8000,15000,"CRM, Email Marketing, English Proficiency Spoken, English Proficiency Written, Sales, Sales pitch, Social Media Marketing"
Digital Marketing,Bangalore,6000,15000,"Digital Marketing, Google Analytics, Search Engine Optimization SEO"
Content Writing,Bangalore,15000,15000,"Blogging, Canva, Creative Writing, English Proficiency Written, Research and Analytics, Search Engine Optimization SEO, Time Management"
Human Resources (HR),Work from home,1000,1000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSWord"
Digital Marketing,Visakhapatnam,5000,5000,"Digital Marketing, Search Engine Marketing SEM, Social Media Marketing"
Law/Legal,Pune,6000,6000,"English Proficiency Spoken, English Proficiency Written, MSWord"
Digital Marketing(Female),Kolkata,7000,7000,"Creative Writing, Digital Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, MSPowerPoint, Search Engine Optimization SEO, Social Media Marketing"
Lead Generation,Work from home,4500,4500,"Email Marketing, English Proficiency Spoken, English Proficiency Written, MSExcel"
Digital Marketing,"Agra, Ghaziabad, Noida",6000,12000,"Creative Writing, Digital Marketing, Email Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Social Media Marketing"
Market Research,Delhi,10000,10000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSPowerPoint, MSWord, Research and Analytics"
Sales Associate,Pune,25000,25000,"Business Analysis, Effective Communication, Financial literacy, Financial Modeling, Negotiation, Problemsolving, Training And Development"
Content Writing,Kolkata,6000,6000,"Blogging, Creative Writing, Digital Marketing, English Proficiency Spoken, English Proficiency Written, Search Engine Optimization SEO, Social Media Marketing"
Research Analyst,Gurgaon,15000,15000,"Business Research, MSExcel, NoSQL"
Data Science,Gurgaon,15000,15000,"Advanced Excel, Data Analysis, Data Analytics, Database Management System DBMS, Data Science, Data Structures, Machine Learning, Natural Language Processing NLP, Power BI, Python, SQL, Statistics, Tableau"
Teaching Assistant - Supply Chain Logistics,Gurgaon,18000,18000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, Online Teaching"
Mobile App Development,Gurgaon,15000,15000,"Android, APIs, C Programming, C Programming, Figma, iOS, Kotlin, React, ReactJS, React Native, Redux, Swift, Unity 3D"
Human Resources (HR),Bangalore,6000,15000,"English Proficiency Spoken, English Proficiency Written, MSWord"
Graphic Design,Bangalore,15000,15000,"Adobe After Effects, Adobe Illustrator, Adobe Indesign, Adobe Photoshop, CorelDRAW, Video Editing"
Recruitment Consultant,Mumbai,5000,5000,"Human Resource Information System HRIS, Recruitment"
Digital Marketing,Mumbai,5000,5000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Social Media Marketing,Gurgaon,7000,7000,"Creative Writing, Instagram Marketing"
Video Editor (Educational Content),Work from home,7000,7000,"Adobe Premiere Pro, British English, English Proficiency Spoken, English Proficiency Written, Google Suite G Suite, Video Editing"
Marketing & Events,Delhi,15000,18000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, Social Media Marketing"
Influencer Marketing,Work from home,3000,3000,"Business Analysis, Creative Writing, Effective Communication, MSExcel, Social Media Marketing"
Search Engine Optimization (SEO),Mumbai,10000,15000,"Google AdWords, Search Engine Optimization SEO, Social Media Marketing"
Social Media Marketing,Hyderabad,8000,8000,"Facebook Marketing, Instagram Marketing"
Social Media Marketing,Thane,5000,5000,"Creative Writing, LinkedIn Marketing, Search Engine Optimization SEO"
Human Resources (HR),Hyderabad,10000,10000,"English Proficiency Spoken, MSExcel"
Human Resources (HR),"Bangalore, Rajajinagar",15000,15000,"English Proficiency Spoken, MSExcel, MSOffice, MSWord, Recruitment"
Academic Counselor,Panchkula,10000,15000,"CRM, Effective Communication, Marketing, Marketing Strategies, MSExcel, Sales"
Creative Designer And Marketing,Work from home,3000,3000,"Design Thinking, Figma, Market Analysis, Marketing, Marketing Strategies"
Telecalling,Delhi,10000,10000,"Client Relationship, English Proficiency Spoken"
Graphic Design,Mumbai,10000,15000,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Indesign, Adobe Photoshop, Adobe Photoshop Lightroom CC, Adobe Premiere Pro, CorelDRAW, Video Editing"
Human Resources (HR),Bangalore,2000,2001,"English Proficiency Spoken, English Proficiency Written, MSWord"
Hotel Management(Chef),Delhi,6000,8000,Culinary Arts
Business Research,Mumbai,12500,12500,"English Proficiency Spoken, English Proficiency Written, MSOffice"
Business Development (Sales),Work from home,5000,15000,"Client Relationship, English Proficiency Spoken, English Proficiency Written, Negotiation, Problemsolving, Sales"
Video Editing/Making,Chennai,2000,2000,"Adobe Photoshop, Adobe Premiere Pro, Video Editing, Video Making"
Social Media Marketing,Work from home,1500,1500,"Instagram Marketing, Video Editing"
Recruitment,Pune,5000,5000,"English Proficiency Spoken, MSExcel"
Inside Sales,"Pune, Katraj, Kondhwad",5000,5000,"Effective Communication, Sales"
Research,Pune,10000,10000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, Report Writing"
Human Resources (HR),Chennai,12500,12500,"Effective Communication, English Proficiency Spoken"
Field Sales,Bangalore,5000,5000,"English Proficiency Spoken, English Proficiency Written, Kannada Proficiency Spoken, MSExcel, MSOffice, MSPowerPoint, Sales pitch"
Trainee - Graphic Design,Mumbai,12500,12500,"Adobe Illustrator, Adobe Photoshop"
Human Resources (HR),Work from home,5000,5000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSWord"
Field Sales,"Lucknow, Moradabad, Varanasi, Kanpura",10000,10000,"English Proficiency Spoken, Hindi Proficiency Spoken"
Creative Design,"Delhi, Gurgaon, Noida",7000,7000,Adobe Photoshop
Field Sales,Noida,10000,10000,"English Proficiency Spoken, Hindi Proficiency Spoken"
Business Strategy,Mumbai,5000,10000,"Business Research, English Proficiency Written, MSOffice, MSWord, Report Writing, Research and Analytics"
Video Editing/Making,Work from home,5000,5000,"Adobe Premiere Pro, Final Cut Pro, No Match Found, Video Editing, Video Making"
Software Development,Work from home,100,400,Python
Event Management,Ghaziabad,15000,15000,"English Proficiency Spoken, Event Management"
Human Resources (HR),Work from home,6000,12000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSWord"
Search Engine Optimization (SEO),Gurgaon,7000,12000,"Google Analytics, Search Engine Optimization SEO"
Content Creator,Surat,2000,2000,"Content Marketing, Video Editing, Video Making"
Subject Matter Expert (Physical Chemistry),Work from home,5000,6000,"Chemistry, Physics, Subject Matter Expert SME"
Business Development (Field Sales),"Delhi, Noida, South",5000,5000,"Client Interaction, Client Relationship, Operations, Project Management, Sales, Sales pitch, Time Management"
Influencer Marketing,Bangalore,8000,8000,"Effective Communication, Social Media Marketing"
Digital Marketing,Work from home,5000,5000,"Digital Marketing, Email Marketing, Search Engine Optimization SEO, Social Media Marketing"
E-commerce Operations Executive,Pune,7000,15000,"CRM, Data Analysis, Effective Communication, MSExcel, Operations"
Legal Research,Bangalore,5000,5000,"English Proficiency Spoken, English Proficiency Written, MSWord"
Digital Marketing,Guwahati,2000,6000,"Digital Marketing, Instagram Marketing, Social Media Marketing"
Content Writing,Bangalore,8000,8000,"Creative Writing, Digital Marketing, English Proficiency Written, Search Engine Optimization SEO"
Graphic Design,Gurgaon,10000,10000,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Indesign, Adobe Photoshop, Adobe Photoshop Lightroom CC, Adobe Premiere Pro, CorelDRAW, UI, UX Design, Video Editing"
Social Media Marketing,Chandigarh,3000,3000,Social Media Marketing
General Management,Delhi,13000,13000,"English Proficiency Spoken, Operations"
Human Resources (HR),Mumbai,10000,10000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSWord"
Inside Sales,Bangalore,20000,20000,"Effective Communication, Sales, Sales pitch"
Field Executive – Sales Department (Banking Domain),Indore,10000,15000,"Effective Communication, Interpersonal Skills, Marketing, MSOffice, Problem Solving, Sales, Time Management"
Graphic Design,Work from home,5000,10000,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Indesign, Adobe Photoshop, Adobe Photoshop Lightroom CC, Adobe Premiere Pro, Canva, CorelDRAW, Figma, Marketing, Sketch, Social Media Marketing, UI, UX Design, Video Editing"
Video Editing/Making,Noida,6000,6000,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Video Editing, Video Making"
Graphic Design,Work from home,15000,15000,"Adobe Illustrator, Adobe Photoshop"
Telecalling,Mangalore,8000,8000,"Effective Communication, Malayalam Proficiency Spoken"
Marketing,Chennai,8000,10000,"Email Marketing, English Proficiency Spoken, English Proficiency Written, Marketing, MSExcel"
Marketing,Mumbai,15000,15000,"Digital Marketing, Effective Communication, English Proficiency Spoken, English Proficiency Written, LinkedIn Marketing, MSPowerPoint"
Subject Matter Expert (SME),Noida,12000,12000,"Accounting, Business Research, Content Writing, Economics, Effective Communication, English Proficiency Written, Problem Solving, Subject Matter Expert SME, Time Management"
Content Creator,Delhi,15000,25000,Instagram Marketing
Tamil Typist,Work from home,1000,1000,Tamil Proficiency Written
Full Stack Development,Mumbai,12500,25000,"CSS, Expressjs, HTML, JavaScript, MySQL, Nodejs, ReactJS, Vue Js"
Internet Of Things (IoT),Pithoragarh,5000,7000,"Arduino, Internet of Things IoT, Machine Learning, OpenCV, Python"
Business Development/Brand Partnerships,Bangalore,15000,15000,"Business Analysis, Business Research, Marketing, Sales, Sales pitch"
Illustrator,Bangalore,10000,15000,"Adobe Illustrator, Adobe Photoshop"
Search Engine Optimization (SEO),Navi Mumbai,5000,7000,"Digital Marketing, Google Analytics, Search Engine Optimization SEO, Social Media Marketing"
Marketing,Noida,8000,8000,"English Proficiency Spoken, English Proficiency Written, MSExcel"
Search Engine Optimization (SEO),Noida,7000,14000,"Digital Marketing, Google Analytics, Search Engine Optimization SEO"
Human Resources (HR),Work from home,1000,1000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSWord, Project Management, Recruitment"
Videography,Bangalore,10000,15000,"Adobe After Effects, Adobe Photoshop Lightroom CC, Adobe Premiere Pro, Photography, Video Editing, Video Making"
Video Editing/Making,Bangalore,10000,15000,"Adobe After Effects, Adobe Premiere Pro, DaVinci Resolve, Video Editing"
Buisness Devlopment,Work from home,5000,5000,"Client Interaction, Client Relationship, Market Analysis, Market Research, Sales, Sales pitch"
Script Writing,Bangalore,15000,15000,"Content Writing, Creative Writing, Digital Advertising, Digital Marketing, Report Writing"
Search Engine Optimization (SEO),Delhi,5000,5000,"Digital Marketing, Search Engine Optimization SEO"
Digital Marketing,Work from home,5000,5000,"Digital Marketing, Email Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Marketing,Mumbai,10000,12000,"Digital Marketing, English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice"
Graphic Design,Hyderabad,20000,20000,"Adobe Illustrator, Adobe Indesign, Adobe Photoshop, Canva"
Business Development (Sales),Pimpri-Chinchwad,10000,10000,"English Proficiency Spoken, English Proficiency Written, MSExcel"
"Controls, Automation And Instrumentation Engineering",Dombivli,10000,14000,"Informal dress code, Job offer"
Business Development (Sales),Work from home,3000,3000,"Email Marketing, English Proficiency Spoken, English Proficiency Written, MSExcel, Social Media Marketing"
Business Consultant,Noida,5000,7000,"Business Research, Data Analysis, Effective Communication, MSExcel, Sales pitch"
Web Development,Noida,2000,2000,"Bootstrap, CSS, Expressjs, HTML, JavaScript, Nodejs, ReactJS"
Architecture,"Patna, Bodhgaya",8000,18000,"3ds Max, Adobe Illustrator, Adobe Photoshop, AutoCAD, Autodesk Revit, Google SketchUp, MSOffice"
Educational Consultant,Chandigarh,10000,15000,"Effective Communication, Interpersonal Skills, Lead Generation, MSOffice, Problem Solving, Sales, Time Management"
Business Operation,"Delhi, Noida",5000,5000,"English Proficiency Spoken, English Proficiency Written, MSExcel"
Video Editing/Making,Delhi,3000,6000,"Adobe After Effects, Adobe Photoshop, Adobe Premiere Pro, Canva, DaVinci Resolve"
Human Resources (HR),Mumbai,8000,8000,"English Proficiency Spoken, English Proficiency Written, MSExcel"
Graphic Design,Ahmedabad,7000,7000,"Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, CorelDRAW"
Teaching,Greater Noida,4500,4500,"English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, Teaching"
Graphic Design,Delhi,12000,12000,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, CorelDRAW, Video Editing"
Content Writing,Jaipur,8000,15000,"Blogging, Creative Writing, Digital Marketing, English Proficiency Spoken, English Proficiency Written, Search Engine Optimization SEO, Social Media Marketing"
WordPress Development,"Delhi, Ghaziabad, Gurgaon, Noida",10000,10000,"HTMLCSS, WordPress"
Field Sales,Mirzapur,15000,15000,English Proficiency Spoken
Graphic Design,Mumbai,8000,8000,"Adobe Illustrator, Adobe Photoshop"
Wordpress Website Making Using Elementor Page Builder,Work from home,7500,7500,"CSS, HTML, WordPress"
Marketing,Work from home,4000,4000,"Client Relationship, Digital Marketing, Marketing, Social Media Marketing"
Business Development (Sales),Work from home,3000,3000,"Business Research, Effective Communication, Lead Generation, LinkedIn Marketing, Search Engine Optimization SEO, Social Media Marketing"
Billing Executive,Delhi,2000,8000,"Effective Communication, MSOffice, Time Management"
Video Editing/Making,Chennai,6000,12000,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro, Video Editing, Video Making"
Content Creator (Reels),Work from home,8000,8000,"Instagram Marketing, Video Editing, Video Making"
Backend Development,Chennai,7500,12000,"CSS, HTML, JavaScript, jQuery, LARAVEL, PHP, REST API"
Content Writing,Chennai,5000,9000,"Blogging, Creative Writing, Digital Marketing, English Proficiency Written, Search Engine Optimization SEO, Social Media Marketing"
Project Management,Chennai,6000,12000,"Effective Communication, Project Management, Social Media Marketing"
Social Media Marketing,Chennai,6000,10000,"Digital Marketing, Email Marketing, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Social Media Marketing"
Data Analytics,Chennai,6000,12000,"Data Analytics, Data Science, Python"
Marketing,Chennai,6000,10000,"Digital Marketing, English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
AWS DevOps Engineer,"Thane, Navi Mumbai, Dombivli, Kalyan, Mumbai",15000,15000,"Amazon Web Server AWS, CICD, DevOps, Docker, Git, Jenkins, Kubernetes, Terraform"
Customer Service/Customer Support,Chennai,5000,7500,"English Proficiency Spoken, English Proficiency Written"
Search Engine Optimization (SEO),Chennai,6000,10000,"Google AdWords, Google Analytics, Search Engine Marketing SEM, Search Engine Optimization SEO"
Graphic Design,Chennai,6000,10000,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro"
Influencer Marketing,Chennai,6000,12000,"Acting Audition, Acting technique, English Proficiency Spoken"
Social Media Marketing,Work from home,15000,15000,"Creative Writing, Email Marketing, Facebook Marketing, Instagram Marketing, Search Engine Optimization SEO, Social Media Marketing"
Digital Marketing,Work from home,1500,1500,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
GroqCloud Engineer,Work from home,2000,3000,"Artificial Intelligence, Python"
Content Writing,Work from home,10000,25000,"Blogging, Creative Writing, Digital Marketing, English Proficiency Spoken, English Proficiency Written, Search Engine Optimization SEO, Social Media Marketing"
Blockchain Development,Work from home,2500,2500,"Blockchain, Ethereum, JavaScript, Nodejs, Python"
Data Science,Pune,5000,10000,"Data Science, Machine Learning"
Python Developer,Ahmedabad,5000,10000,"Django, Machine Learning, Python"
Business Development & Talent Outreach,Work from home,4000,4000,"Business Analysis, LinkedIn Marketing, Sales pitch, Storyboarding"
Full Stack Development,Navi Mumbai,2000,2000,"AngularJS, Bubbleio, CSS, HTML, JavaScript, MongoDB, MySQL, Nodejs, PHP, Python, ReactJS"
Business Development (Sales),Ahmedabad,8000,10000,"English Proficiency Spoken, MSExcel"
Business Development (Sales),Pune,10000,10000,"English Proficiency Spoken, English Proficiency Written, MSExcel"
Healthcare Research and Writing,Work from home,15000,15000,"Content Writing, Research and Analytics"
Electronics Engineering,Navi Mumbai,10000,15000,"C Programming, Circuit Design, C Programming, Embedded Systems, Linux, PCB Design, Python, Verilog, VHDL"
